Test writing

0.149,  -0.631,  0.459
0.482,  -0.631,  0.000
-0.390,  -0.631,  0.284
-0.390,  -0.631,  -0.284
0.149,  -0.631,  -0.459
0.781,  -0.149,  0.000
0.241,  -0.149,  0.742
-0.631,  -0.149,  0.459
-0.631,  -0.149,  -0.459
0.241,  -0.149,  -0.742
0.631,  0.149,  0.459
-0.241,  0.149,  0.742
-0.781,  0.149,  0.000
-0.241,  0.149,  -0.742
0.631,  0.149,  -0.459
0.390,  0.631,  0.284
-0.149,  0.631,  0.459
-0.482,  0.631,  0.000
-0.149,  0.631,  -0.459
0.390,  0.631,  -0.284
